provider,case,wire_bytes,decoded_bytes,content_encoding,http_seconds,status_code,raw_json_bytes,normalized_bytes,agent_body_bytes,original_items,returned_items,truth_expected,truth_retained,truth_retention_ratio,contract_valid,contract_reason,transform_seconds_median,transform_peak_bytes,cycle,observed_at
prometheus,baseline,1502,53178,gzip,0.01024991599842906,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.004159125004662201,175505,38,2026-08-02T11:50:24+00:00
loki,baseline,975,7044,gzip,0.015107082988834009,200,7043,14161,14279,20,20,4,4,1.0,True,accepted,0.002787875011563301,15951,38,2026-08-02T11:50:24+00:00
tempo,baseline,721,721,identity,0.015787124983035028,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.00028987499536015093,5538,38,2026-08-02T11:50:24+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.02887174897477962,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.001527874992461875,57889,39,2026-08-02T11:50:54+00:00
prometheus,baseline,1502,53178,gzip,0.00909249999676831,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.0040741669945418835,175505,39,2026-08-02T11:50:54+00:00
loki,baseline,978,7044,gzip,0.013918166019720957,200,7043,14161,14279,20,20,4,4,1.0,True,accepted,0.0027740000223275274,17576,39,2026-08-02T11:50:54+00:00
tempo,baseline,721,721,identity,0.01269466697704047,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.00030754099134355783,5538,39,2026-08-02T11:50:54+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.03277083209832199,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.0016966249968390912,57889,40,2026-08-02T11:51:24+00:00
prometheus,baseline,1502,53178,gzip,0.012576499982969835,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.0041874999878928065,175505,40,2026-08-02T11:51:24+00:00
loki,baseline,977,7043,gzip,0.008118458004901186,200,7042,14161,14279,20,20,4,4,1.0,True,accepted,0.0027997500146739185,15951,40,2026-08-02T11:51:24+00:00
tempo,baseline,721,721,identity,0.008171166002284735,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.000308374990709126,5538,40,2026-08-02T11:51:24+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.030537707963958383,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.0017296250152867287,57889,41,2026-08-02T11:51:54+00:00
prometheus,baseline,1502,53178,gzip,0.009735625004395843,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.004385834006825462,175505,41,2026-08-02T11:51:54+00:00
loki,baseline,977,7044,gzip,0.008859207999194041,200,7042,14161,14279,20,20,4,4,1.0,True,accepted,0.0028336670075077564,15951,41,2026-08-02T11:51:54+00:00
tempo,baseline,721,721,identity,0.009020416997373104,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.0002981249999720603,5538,41,2026-08-02T11:51:54+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.033206709020305425,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.0015448330086655915,57889,42,2026-08-02T11:52:24+00:00
prometheus,baseline,1502,53178,gzip,0.013247625000076368,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.004335083009209484,175505,42,2026-08-02T11:52:24+00:00
loki,baseline,977,7044,gzip,0.012787291983840987,200,7043,14161,14279,20,20,4,4,1.0,True,accepted,0.004206790996249765,15951,42,2026-08-02T11:52:24+00:00
tempo,baseline,721,721,identity,0.016135709010995924,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.0003232909948565066,5538,42,2026-08-02T11:52:24+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.03204304302926175,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.0014887090073898435,57889,43,2026-08-02T11:52:54+00:00
prometheus,baseline,1502,53178,gzip,0.008089249982731417,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.00420662501710467,175505,43,2026-08-02T11:52:54+00:00
loki,baseline,977,7044,gzip,0.013372875022469088,200,7043,14161,14279,20,20,4,4,1.0,True,accepted,0.0031635840132366866,15951,43,2026-08-02T11:52:54+00:00
tempo,baseline,721,721,identity,0.022576707997359335,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.0003088749945163727,5538,43,2026-08-02T11:52:54+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.03613541601225734,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.001487707981141284,57889,44,2026-08-02T11:53:24+00:00
prometheus,baseline,1502,53178,gzip,0.006605292001040652,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.0048578330024611205,175505,44,2026-08-02T11:53:24+00:00
loki,baseline,975,7042,gzip,0.011286375025520101,200,7041,14161,14279,20,20,4,4,1.0,True,accepted,0.0028845409979112446,15998,44,2026-08-02T11:53:24+00:00
tempo,baseline,721,721,identity,0.021020791988121346,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.00032087499857880175,5538,44,2026-08-02T11:53:24+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.042217248992528766,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.0029504580015782267,57889,45,2026-08-02T11:53:54+00:00
prometheus,baseline,1502,53178,gzip,0.0060599160206038505,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.004430125001817942,175505,45,2026-08-02T11:53:54+00:00
loki,baseline,977,7044,gzip,0.013516416976926848,200,7043,14161,14279,20,20,4,4,1.0,True,accepted,0.0028300409903749824,15951,45,2026-08-02T11:53:54+00:00
tempo,baseline,721,721,identity,0.021384332998422906,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.00029999998514540493,5538,45,2026-08-02T11:53:54+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.033177832985529676,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.0015496250125579536,57889,46,2026-08-02T11:54:24+00:00
prometheus,baseline,1502,53178,gzip,0.009336624993011355,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.00415370799601078,175505,46,2026-08-02T11:54:24+00:00
loki,baseline,978,7044,gzip,0.013171416998375207,200,7043,14161,14279,20,20,4,4,1.0,True,accepted,0.0028162920207250863,15951,46,2026-08-02T11:54:24+00:00
tempo,baseline,721,721,identity,0.012829167011659592,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.0002945830055978149,5538,46,2026-08-02T11:54:24+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.038869001931743696,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.0016001250187400728,57889,47,2026-08-02T11:54:54+00:00
prometheus,baseline,1502,53178,gzip,0.010618916974635795,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.004317000013543293,175505,47,2026-08-02T11:54:54+00:00
loki,baseline,978,7044,gzip,0.01777083400520496,200,7043,14161,14279,20,20,4,4,1.0,True,accepted,0.003329875005874783,16092,47,2026-08-02T11:54:54+00:00
tempo,baseline,721,721,identity,0.011871583992615342,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.00031233299523591995,5538,47,2026-08-02T11:54:54+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.05435033293906599,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.0021004159934818745,57889,48,2026-08-02T11:55:24+00:00
prometheus,baseline,1502,53178,gzip,0.01250066698412411,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.005495082994457334,175505,48,2026-08-02T11:55:24+00:00
loki,baseline,977,7043,gzip,0.017535416991449893,200,7042,14161,14279,20,20,4,4,1.0,True,accepted,0.0028189169825054705,16233,48,2026-08-02T11:55:24+00:00
tempo,baseline,721,721,identity,0.017098667012760416,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.00029662498855032027,5538,48,2026-08-02T11:55:24+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.054836709023220465,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.0014135839883238077,57889,49,2026-08-02T11:55:54+00:00
prometheus,baseline,1502,53178,gzip,0.012580332986544818,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.004322624998167157,175505,49,2026-08-02T11:55:54+00:00
loki,baseline,977,7043,gzip,0.024260458012577146,200,7042,14161,14279,20,20,4,4,1.0,True,accepted,0.002814207982737571,16025,49,2026-08-02T11:55:54+00:00
tempo,baseline,721,721,identity,0.025882208021357656,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.00029741600155830383,5538,49,2026-08-02T11:55:54+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.053367999906186014,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.002778374997433275,57889,50,2026-08-02T11:56:24+00:00
prometheus,baseline,1502,53178,gzip,0.00948037501075305,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.005652416992234066,175505,50,2026-08-02T11:56:24+00:00
loki,baseline,976,7044,gzip,0.01075279200449586,200,7043,14161,14279,20,20,4,4,1.0,True,accepted,0.003079166985116899,17106,50,2026-08-02T11:56:24+00:00
tempo,baseline,721,721,identity,0.014956833008909598,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.0002817499917000532,5538,50,2026-08-02T11:56:24+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.03554849998909049,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.001600542018422857,57889,51,2026-08-02T11:56:54+00:00
prometheus,baseline,1502,53178,gzip,0.013083333004033193,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.004335459001595154,175505,51,2026-08-02T11:56:54+00:00
loki,baseline,977,7044,gzip,0.017163249984150752,200,7043,14161,14279,20,20,4,4,1.0,True,accepted,0.002997000003233552,15951,51,2026-08-02T11:56:54+00:00
tempo,baseline,721,721,identity,0.023414957977365702,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.00035704197944141924,5538,51,2026-08-02T11:56:54+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.04943833500146866,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.0017687089857645333,57889,52,2026-08-02T11:57:24+00:00
prometheus,baseline,1502,53178,gzip,0.009341750002931803,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.004839125002035871,175505,52,2026-08-02T11:57:24+00:00
loki,baseline,975,7042,gzip,0.010176208015764132,200,7041,14161,14279,20,20,4,4,1.0,True,accepted,0.0038261250010691583,15951,52,2026-08-02T11:57:24+00:00
tempo,baseline,721,721,identity,0.010047249990748242,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.0008925420115701854,5538,52,2026-08-02T11:57:24+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.0635965010151267,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.002019832987571135,57889,53,2026-08-02T11:57:54+00:00
prometheus,baseline,1502,53178,gzip,0.01875691700843163,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.004505040997173637,175505,53,2026-08-02T11:57:54+00:00
loki,baseline,977,7043,gzip,0.01591562500107102,200,7042,14161,14279,20,20,4,4,1.0,True,accepted,0.0028902920021209866,15951,53,2026-08-02T11:57:54+00:00
tempo,baseline,721,721,identity,0.022399790992494673,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.00030112499371171,5538,53,2026-08-02T11:57:54+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.0307813749241177,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.0015000410203356296,57889,54,2026-08-02T11:58:24+00:00
prometheus,baseline,1502,53178,gzip,0.005282833997625858,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.004088207992026582,175505,54,2026-08-02T11:58:24+00:00
loki,baseline,975,7044,gzip,0.009869999979855493,200,7043,14161,14279,20,20,4,4,1.0,True,accepted,0.004994749993784353,15951,54,2026-08-02T11:58:24+00:00
tempo,baseline,721,721,identity,0.017863000015495345,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.0004789999802596867,5538,54,2026-08-02T11:58:24+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.029938544059405103,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.0015489580109715462,57889,55,2026-08-02T11:58:54+00:00
prometheus,baseline,1502,53178,gzip,0.010270084021613002,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.004271999991033226,175505,55,2026-08-02T11:58:54+00:00
loki,baseline,977,7044,gzip,0.01237708400003612,200,7043,14161,14279,20,20,4,4,1.0,True,accepted,0.002987208019476384,15951,55,2026-08-02T11:58:54+00:00
tempo,baseline,721,721,identity,0.012401833984768018,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.00031591602601110935,5538,55,2026-08-02T11:58:54+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.03671595605555922,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.0015218329790513963,57889,56,2026-08-02T11:59:24+00:00
prometheus,baseline,1503,53178,gzip,0.010777290997793898,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.004844624985707924,175505,56,2026-08-02T11:59:24+00:00
loki,baseline,978,7044,gzip,0.014471500006038696,200,7043,14161,14279,20,20,4,4,1.0,True,accepted,0.0030769589939154685,15951,56,2026-08-02T11:59:24+00:00
tempo,baseline,721,721,identity,0.023630499985301867,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.00030191600671969354,5538,56,2026-08-02T11:59:24+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.04289858398260549,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.001805125008104369,57889,57,2026-08-02T11:59:54+00:00
prometheus,baseline,1502,53178,gzip,0.012045291980030015,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.004406666004797444,175505,57,2026-08-02T11:59:54+00:00
loki,baseline,978,7044,gzip,0.019948374974774197,200,7043,14161,14279,20,20,4,4,1.0,True,accepted,0.0027798749797511846,17126,57,2026-08-02T11:59:54+00:00
tempo,baseline,721,721,identity,0.02569925002171658,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.00029512500623241067,5538,57,2026-08-02T11:59:54+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.030198002059478313,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.001604958000825718,57889,58,2026-08-02T12:00:24+00:00
prometheus,baseline,1502,53178,gzip,0.013228541996795684,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.00519450000138022,175505,58,2026-08-02T12:00:24+00:00
loki,baseline,974,7044,gzip,0.01646874999278225,200,7043,14161,14279,20,20,4,4,1.0,True,accepted,0.0029332920094020665,15951,58,2026-08-02T12:00:24+00:00
tempo,baseline,721,721,identity,0.030430041981162503,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.0003126660012640059,5538,58,2026-08-02T12:00:24+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.029363542038481683,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.0014535000082105398,57889,59,2026-08-02T12:00:54+00:00
prometheus,baseline,1502,53178,gzip,0.012604666000697762,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.004376832977868617,175505,59,2026-08-02T12:00:54+00:00
loki,baseline,976,7044,gzip,0.015995958005078137,200,7043,14161,14279,20,20,4,4,1.0,True,accepted,0.002838875021552667,15951,59,2026-08-02T12:00:54+00:00
tempo,baseline,721,721,identity,0.03484358300920576,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.00030762498499825597,5538,59,2026-08-02T12:00:54+00:00
kubernetes,baseline,42976,42976,kubernetes-api-14-requests,0.032677248964319006,200,43271,19616,19746,20,22,2,2,1.0,True,accepted,0.001405165996402502,57889,60,2026-08-02T12:01:24+00:00
prometheus,baseline,1502,53178,gzip,0.009664165991125628,200,53178,55955,56085,250,250,1,1,1.0,True,accepted,0.004022417007945478,175505,60,2026-08-02T12:01:24+00:00
loki,baseline,975,7042,gzip,0.01053683299687691,200,7041,14161,14279,20,20,4,4,1.0,True,accepted,0.0027985410124529153,17106,60,2026-08-02T12:01:24+00:00
tempo,baseline,721,721,identity,0.021374584001023322,200,721,1616,1736,1,1,1,1,1.0,True,accepted,0.0003538329910952598,5538,60,2026-08-02T12:01:24+00:00
