provider,case,wire_bytes,decoded_bytes,content_encoding,http_seconds,status_code,raw_json_bytes,normalized_bytes,agent_body_bytes,original_items,returned_items,truth_expected,truth_retained,truth_retention_ratio,contract_valid,contract_reason,transform_seconds_median,transform_peak_bytes,cycle,observed_at
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011647041013929993,1025999,40,2026-08-02T12:21:35+00:00
loki,stress,19650,19650,controlled-amplification,0.0,200,19650,27789,27907,80,80,4,4,1.0,True,accepted,0.011288666020845994,46497,40,2026-08-02T12:21:35+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07635645900154486,2012576,40,2026-08-02T12:21:35+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.019661375001305714,728747,41,2026-08-02T12:22:05+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011727041011909023,1025999,41,2026-08-02T12:22:05+00:00
loki,stress,19649,19649,controlled-amplification,0.0,200,19649,27789,27907,80,80,4,4,1.0,True,accepted,0.010720708989538252,49693,41,2026-08-02T12:22:05+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07540145900566131,2013792,41,2026-08-02T12:22:05+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.020521917002042755,728747,42,2026-08-02T12:22:35+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011372875014785677,1025999,42,2026-08-02T12:22:35+00:00
loki,stress,19650,19650,controlled-amplification,0.0,200,19650,27789,27907,80,80,4,4,1.0,True,accepted,0.01068620799924247,46591,42,2026-08-02T12:22:35+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07400037502520718,2012576,42,2026-08-02T12:22:35+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.01984604200697504,728747,43,2026-08-02T12:23:05+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011514167010318488,1025999,43,2026-08-02T12:23:05+00:00
loki,stress,19649,19649,controlled-amplification,0.0,200,19649,27789,27907,80,80,4,4,1.0,True,accepted,0.01064941700315103,46497,43,2026-08-02T12:23:05+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07742295900243334,2012576,43,2026-08-02T12:23:05+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.0204081250121817,728747,44,2026-08-02T12:23:35+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011845916014863178,1025999,44,2026-08-02T12:23:35+00:00
loki,stress,19650,19650,controlled-amplification,0.0,200,19650,27789,27907,80,80,4,4,1.0,True,accepted,0.010965166002279148,46638,44,2026-08-02T12:23:35+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07726091600488871,2012576,44,2026-08-02T12:23:35+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.021060917002614588,728747,45,2026-08-02T12:24:05+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.012599334004335105,1025999,45,2026-08-02T12:24:05+00:00
loki,stress,19650,19650,controlled-amplification,0.0,200,19650,27789,27907,80,80,4,4,1.0,True,accepted,0.011217291990760714,46591,45,2026-08-02T12:24:05+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07535383399226703,2012576,45,2026-08-02T12:24:05+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.01937383398762904,728747,46,2026-08-02T12:24:35+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011358832998666912,1025999,46,2026-08-02T12:24:35+00:00
loki,stress,19649,19649,controlled-amplification,0.0,200,19649,27789,27907,80,80,4,4,1.0,True,accepted,0.010746624990133569,46497,46,2026-08-02T12:24:35+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07348883399390616,2012576,46,2026-08-02T12:24:35+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.02007879101438448,728747,47,2026-08-02T12:25:05+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.01179033299558796,1025999,47,2026-08-02T12:25:05+00:00
loki,stress,19650,19650,controlled-amplification,0.0,200,19650,27789,27907,80,80,4,4,1.0,True,accepted,0.011979834001976997,46732,47,2026-08-02T12:25:05+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07701604199246503,2012576,47,2026-08-02T12:25:05+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.019490415987093,728747,48,2026-08-02T12:25:35+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011344291997374967,1025999,48,2026-08-02T12:25:35+00:00
loki,stress,19650,19650,controlled-amplification,0.0,200,19650,27789,27907,80,80,4,4,1.0,True,accepted,0.01066358300158754,46497,48,2026-08-02T12:25:35+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07498541701352224,2013296,48,2026-08-02T12:25:35+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.02013533399440348,728747,49,2026-08-02T12:26:05+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011721375019988045,1025999,49,2026-08-02T12:26:05+00:00
loki,stress,19649,19649,controlled-amplification,0.0,200,19649,27789,27907,80,80,4,4,1.0,True,accepted,0.010748540982604027,46497,49,2026-08-02T12:26:05+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07495283399475738,2012576,49,2026-08-02T12:26:05+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.02056149998679757,728747,50,2026-08-02T12:26:35+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011756958992918953,1025999,50,2026-08-02T12:26:35+00:00
loki,stress,19649,19649,controlled-amplification,0.0,200,19649,27789,27907,80,80,4,4,1.0,True,accepted,0.010892999998759478,46591,50,2026-08-02T12:26:35+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07715299999108538,2010232,50,2026-08-02T12:26:35+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.019393750000745058,728747,51,2026-08-02T12:27:05+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011547125002834946,1025999,51,2026-08-02T12:27:05+00:00
loki,stress,19650,19650,controlled-amplification,0.0,200,19650,27789,27907,80,80,4,4,1.0,True,accepted,0.010702958999900147,46497,51,2026-08-02T12:27:05+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07317691700882278,2012576,51,2026-08-02T12:27:05+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.019917917001293972,728747,52,2026-08-02T12:27:35+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011306583997793496,1025999,52,2026-08-02T12:27:35+00:00
loki,stress,19650,19650,controlled-amplification,0.0,200,19650,27789,27907,80,80,4,4,1.0,True,accepted,0.010553333006100729,46544,52,2026-08-02T12:27:35+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07495220800046809,2012576,52,2026-08-02T12:27:35+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.020072874991456047,728747,53,2026-08-02T12:28:05+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011605249979766086,1025999,53,2026-08-02T12:28:05+00:00
loki,stress,19650,19650,controlled-amplification,0.0,200,19650,27789,27907,80,80,4,4,1.0,True,accepted,0.011034583003493026,46497,53,2026-08-02T12:28:05+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.08028425002703443,2012576,53,2026-08-02T12:28:05+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.024676083005033433,728747,54,2026-08-02T12:28:35+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011811125004896894,1025999,54,2026-08-02T12:28:35+00:00
loki,stress,19650,19650,controlled-amplification,0.0,200,19650,27789,27907,80,80,4,4,1.0,True,accepted,0.010722874983912334,46497,54,2026-08-02T12:28:35+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07399316699593328,2012576,54,2026-08-02T12:28:35+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.02088150000781752,728747,55,2026-08-02T12:29:05+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011669916013488546,1025999,55,2026-08-02T12:29:05+00:00
loki,stress,19650,19650,controlled-amplification,0.0,200,19650,27789,27907,80,80,4,4,1.0,True,accepted,0.010486666986253113,46732,55,2026-08-02T12:29:05+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07391424998058937,2012576,55,2026-08-02T12:29:05+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.01988525001797825,728747,56,2026-08-02T12:29:35+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.01152787497267127,1025999,56,2026-08-02T12:29:35+00:00
loki,stress,19650,19650,controlled-amplification,0.0,200,19650,27789,27907,80,80,4,4,1.0,True,accepted,0.010792040993692353,46544,56,2026-08-02T12:29:35+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07374333401094191,2012576,56,2026-08-02T12:29:35+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.020134708989644423,728747,57,2026-08-02T12:30:05+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011699416994815692,1025999,57,2026-08-02T12:30:05+00:00
loki,stress,19649,19649,controlled-amplification,0.0,200,19649,27789,27907,80,80,4,4,1.0,True,accepted,0.010766166989924386,46591,57,2026-08-02T12:30:05+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07710545801091939,2013296,57,2026-08-02T12:30:05+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.02193954199901782,728747,58,2026-08-02T12:30:35+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.017525665985886008,1025999,58,2026-08-02T12:30:35+00:00
loki,stress,19650,19650,controlled-amplification,0.0,200,19650,27789,27907,80,80,4,4,1.0,True,accepted,0.013164625008357689,46826,58,2026-08-02T12:30:35+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.08109500000136904,2012576,58,2026-08-02T12:30:35+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.02048004200332798,728747,59,2026-08-02T12:31:05+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.012040208006510511,1025999,59,2026-08-02T12:31:05+00:00
loki,stress,19650,19650,controlled-amplification,0.0,200,19650,27789,27907,80,80,4,4,1.0,True,accepted,0.010920750006334856,46638,59,2026-08-02T12:31:05+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.07906208297936246,2012576,59,2026-08-02T12:31:05+00:00
kubernetes,stress,593630,593630,controlled-amplification,0.0,200,593630,241410,241540,180,201,2,2,1.0,True,accepted,0.01966208399971947,728726,60,2026-08-02T12:31:35+00:00
prometheus,stress,583722,583722,controlled-amplification,0.0,200,583722,61328,61458,2500,250,1,1,1.0,True,accepted,0.011699583003064618,1025999,60,2026-08-02T12:31:35+00:00
loki,stress,19650,19650,controlled-amplification,0.0,200,19650,27789,27907,80,80,4,4,1.0,True,accepted,0.010796249989653006,46497,60,2026-08-02T12:31:35+00:00
tempo,stress,319582,319582,controlled-amplification,0.0,200,319582,330761,330881,500,500,1,1,1.0,True,accepted,0.08139999999548309,2012576,60,2026-08-02T12:31:35+00:00
